row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,profit_margin_pct,order_year,order_month,order_month_name,days_to_ship,sales_band,is_profitable
5895,CA-2017-100825,2017-09-09,,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,0.0,23.97,24.0,2017.0,9.0,September,,Low Value,Profitable
5896,CA-2014-168305,2014-01-11,2014-08-11,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,OFF-LA-10003498,Office Supplies,Labels,Avery 475,44.4,3,0.0,22.2,50.0,2014.0,1.0,January,212.0,Low Value,Profitable
5897,CA-2014-168305,2014-01-11,2014-08-11,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Los Angeles,California,90049,West,OFF-PA-10004947,Office Supplies,Paper,Easy-staple paper,21.4,5,0.0,9.63,45.0,2014.0,1.0,January,212.0,Low Value,Profitable
5898,CA-2016-167682,2016-03-04,2016-09-04,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374,Central,FUR-FU-10003799,Furniture,Furnishings,"Seth Thomas 13 1/2"" Wall Clock",71.12,4,0.0,22.05,31.0,2016.0,3.0,March,184.0,Low Value,Profitable
5899,CA-2016-167682,2016-03-04,2016-09-04,Standard Class,ZD-21925,Zuschuss Donatelli,Consumer,United States,Richmond,Indiana,47374,Central,TEC-PH-10000673,Technology,Phones,Plantronics Voyager Pro HD - Bluetooth Headset,259.96,4,0.0,124.78,48.0,2016.0,3.0,March,184.0,Low Value,Profitable
5900,CA-2017-108000,2017-12-01,,Standard Class,LS-16945,Linda Southworth,Corporate,United States,San Francisco,California,94110,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,9.78,1,0.0,4.89,50.0,2017.0,12.0,December,,Low Value,Profitable
5901,CA-2015-146465,,,Standard Class,PB-18805,Patrick Bzostek,Home Office,United States,San Francisco,California,94122,West,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,24.19,9,0.2,7.56,31.25,,,,,Low Value,Profitable
5902,CA-2016-159639,,2016-02-12,Standard Class,PC-18745,Pamela Coakley,Corporate,United States,Westfield,New Jersey,7090,East,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,31.56,3,0.0,10.41,33.0,,,,,Low Value,Profitable
5903,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000157,Office Supplies,Paper,Xerox 191,59.94,3,0.0,28.17,47.0,2017.0,6.0,June,0.0,Low Value,Profitable
5904,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10002764,Office Supplies,Paper,Easy-staple paper,45.36,4,0.0,22.23,49.0,2017.0,6.0,June,0.0,Low Value,Profitable
5905,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-PA-10000143,Office Supplies,Paper,Astroparche Fine Business Paper,26.4,5,0.0,12.67,48.0,2017.0,6.0,June,0.0,Low Value,Profitable
5906,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,OFF-LA-10000414,Office Supplies,Labels,Avery 503,41.4,4,0.0,19.87,48.0,2017.0,6.0,June,0.0,Low Value,Profitable
5907,US-2017-153948,2017-06-11,2017-06-11,Same Day,FM-14290,Frank Merwin,Home Office,United States,San Francisco,California,94122,West,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,16.95,1,0.0,1.02,6.0,2017.0,6.0,June,0.0,Low Value,Profitable
5908,US-2016-113985,2016-02-12,2016-07-12,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,24.7,2,0.2,9.26,37.5,2016.0,2.0,February,151.0,Low Value,Profitable
5909,US-2016-113985,2016-02-12,2016-07-12,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,3,0.0,26.86,45.0,2016.0,2.0,February,151.0,Low Value,Profitable
5910,US-2016-113985,2016-02-12,2016-07-12,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,FUR-FU-10003026,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Black",14.52,3,0.0,5.66,39.0,2016.0,2.0,February,151.0,Low Value,Profitable
5911,US-2016-113985,2016-02-12,2016-07-12,Standard Class,KD-16495,Keith Dawkins,Corporate,United States,San Jose,California,95123,West,OFF-BI-10000632,Office Supplies,Binders,Satellite Sectional Post Binders,104.18,3,0.2,33.86,32.5,2016.0,2.0,February,151.0,Low Value,Profitable
5912,CA-2016-155383,,,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Seattle,Washington,98115,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",46.53,3,0.0,13.03,28.0,,,,,Low Value,Profitable
5913,CA-2014-120432,,,Second Class,DW-13585,Dorothy Wardle,Corporate,United States,Owensboro,Kentucky,42301,South,OFF-SU-10004661,Office Supplies,Supplies,Acme Titanium Bonded Scissors,25.5,3,0.0,6.63,26.0,,,,,Low Value,Profitable
5914,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-ST-10000617,Office Supplies,Storage,Woodgrain Magazine Files by Perma,14.9,5,0.0,1.04,7.0,,,,,Low Value,Profitable
5915,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-LA-10002762,Office Supplies,Labels,Avery 485,87.71,7,0.0,41.22,47.0,,,,,Low Value,Profitable
5916,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-CH-10001973,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,199.76,2,0.1,8.88,4.44,,,,,Low Value,Profitable
5917,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,94.6,4,0.0,27.43,29.0,,,,,Low Value,Profitable
5918,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-BO-10004834,Furniture,Bookcases,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",4228.7,6,0.2,158.58,3.75,,,,,High Value,Profitable
5919,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002213,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,2003.92,5,0.2,-25.05,-1.25,,,,,High Value,Loss
5920,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-PH-10002170,Technology,Phones,ClearSounds CSC500 Amplified Spirit Phone Corded phone,209.97,3,0.0,58.79,28.0,,,,,Low Value,Profitable
5921,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,659.9,2,0.0,217.77,33.0,,,,,Medium Value,Profitable
5922,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",110.96,2,0.0,53.26,48.0,,,,,Low Value,Profitable
5923,US-2015-126977,,,Standard Class,PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,TEC-PH-10000169,Technology,Phones,ARKON Windshield Dashboard Air Vent Car Mount Holder,67.8,4,0.0,1.36,2.0,,,,,Low Value,Profitable
5924,CA-2016-130288,,,Second Class,DK-13225,Dean Katz,Corporate,United States,New York City,New York,10011,East,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",313.18,2,0.4,-120.05,-38.33,,,,,Low Value,Loss
5925,CA-2017-146458,,,Second Class,RB-19435,Richard Bierner,Consumer,United States,Springfield,Virginia,22153,South,OFF-AR-10001177,Office Supplies,Art,Newell 349,22.96,7,0.0,6.66,29.0,,,,,Low Value,Profitable
5926,CA-2017-150420,2017-03-06,2017-08-06,Standard Class,GD-14590,Giulietta Dortch,Corporate,United States,Bellingham,Washington,98226,West,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,1099.5,10,0.0,362.84,33.0,2017.0,3.0,March,153.0,High Value,Profitable
5927,US-2014-118997,2014-08-04,2014-12-04,Standard Class,RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601,South,FUR-TA-10001086,Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",1215.92,8,0.0,316.14,26.0,2014.0,8.0,August,122.0,High Value,Profitable
5928,CA-2014-114314,2014-11-10,,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,7.31,1,0.0,3.44,47.0,2014.0,11.0,November,,Low Value,Profitable
5929,CA-2014-114314,2014-11-10,,Standard Class,DB-13555,Dorothy Badders,Corporate,United States,Fayetteville,Arkansas,72701,South,FUR-FU-10002107,Furniture,Furnishings,Eldon Pizzaz Desk Accessories,8.92,4,0.0,3.92,44.0,2014.0,11.0,November,,Low Value,Profitable
5930,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,87.21,3,0.5,-45.35,-52.0,2017.0,7.0,July,62.0,Low Value,Loss
5931,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-PA-10004100,Office Supplies,Paper,Xerox 216,15.55,3,0.2,5.44,35.0,2017.0,7.0,July,62.0,Low Value,Profitable
5932,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-PH-10001363,Technology,Phones,Apple iPhone 5S,683.99,2,0.4,-114.0,-16.67,2017.0,7.0,July,62.0,Medium Value,Loss
5933,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,OFF-ST-10004835,Office Supplies,Storage,Plastic Stacking Crates & Casters,13.39,3,0.2,1.0,7.5,2017.0,7.0,July,62.0,Low Value,Profitable
5934,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10002018,Technology,Accessories,AmazonBasics 3-Button USB Wired Mouse,16.78,3,0.2,4.82,28.75,2017.0,7.0,July,62.0,Low Value,Profitable
5935,US-2017-169551,2017-07-07,2017-09-07,First Class,RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,527.92,2,0.2,85.79,16.25,2017.0,7.0,July,62.0,Medium Value,Profitable
5936,CA-2016-103107,2016-04-07,2016-04-07,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0.0,8.64,34.0,2016.0,4.0,April,0.0,Low Value,Profitable
5937,CA-2016-103107,2016-04-07,2016-04-07,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.97,11.25,2016.0,4.0,April,0.0,Low Value,Profitable
5938,CA-2016-103107,2016-04-07,2016-04-07,Same Day,RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,71.98,3,0.2,9.0,12.5,2016.0,4.0,April,0.0,Low Value,Profitable
5939,CA-2017-122077,,,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,75023,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,95.99,1,0.2,9.6,10.0,,,,,Low Value,Profitable
5940,CA-2017-122077,,,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Plano,Texas,75023,Central,OFF-LA-10004178,Office Supplies,Labels,Avery 491,13.22,4,0.2,4.3,32.5,,,,,Low Value,Profitable
5941,CA-2017-112431,2017-12-10,,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,435.84,12,0.0,130.75,30.0,2017.0,12.0,December,,Low Value,Profitable
5942,CA-2017-112431,2017-12-10,,Second Class,RW-19690,Robert Waldorf,Consumer,United States,Los Angeles,California,90049,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,5.88,2,0.0,1.59,27.0,2017.0,12.0,December,,Low Value,Profitable
5943,CA-2016-151092,2016-06-08,,Standard Class,VG-21790,Vivek Gonzalez,Consumer,United States,Los Angeles,California,90032,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,211.17,4,0.2,18.48,8.75,2016.0,6.0,June,,Low Value,Profitable
5944,CA-2014-104178,,,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,FUR-FU-10000771,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Smoke",6.28,1,0.0,2.64,42.0,,,,,Low Value,Profitable
5945,CA-2014-104178,,,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.1,5,0.0,30.43,32.0,,,,,Low Value,Profitable
5946,CA-2014-104178,,,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-PA-10004983,Office Supplies,Paper,Xerox 23,25.92,4,0.0,12.44,48.0,,,,,Low Value,Profitable
5947,CA-2014-104178,,,Standard Class,JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,OFF-ST-10004258,Office Supplies,Storage,Portable Personal File Box,48.84,4,0.0,13.19,27.0,,,,,Low Value,Profitable
5948,CA-2015-115924,,,Second Class,BE-11455,Brad Eason,Home Office,United States,Des Moines,Iowa,50315,Central,OFF-BI-10004040,Office Supplies,Binders,Wilson Jones Impact Binders,25.9,5,0.0,12.69,49.0,,,,,Low Value,Profitable
5949,CA-2017-161046,2017-05-03,2017-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-EN-10003862,Office Supplies,Envelopes,Laser & Ink Jet Business Envelopes,42.68,4,0.0,19.63,46.0,2017.0,5.0,May,0.0,Low Value,Profitable
5950,CA-2017-161046,2017-05-03,2017-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,299.97,3,0.0,125.99,42.0,2017.0,5.0,May,0.0,Low Value,Profitable
5951,CA-2017-161046,2017-05-03,2017-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,0.0,78.67,30.0,2017.0,5.0,May,0.0,Low Value,Profitable
5952,CA-2017-161046,2017-05-03,2017-05-03,Same Day,CB-12535,Claudia Bergmann,Corporate,United States,Southaven,Mississippi,38671,South,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,234.36,6,0.0,112.49,48.0,2017.0,5.0,May,0.0,Low Value,Profitable
5953,US-2017-141698,,,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Houston,Texas,77041,Central,OFF-PA-10001826,Office Supplies,Paper,Xerox 207,20.74,4,0.2,7.26,35.0,,,,,Low Value,Profitable
5954,US-2014-105151,,,First Class,SG-20890,Susan Gilcrest,Corporate,United States,New York City,New York,10009,East,OFF-AR-10001231,Office Supplies,Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",10.5,5,0.0,2.94,28.0,,,,,Low Value,Profitable
5955,CA-2014-155796,2014-11-11,,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601,East,FUR-FU-10000409,Furniture,Furnishings,"GE 4 Foot Flourescent Tube, 40 Watt",23.97,2,0.2,7.79,32.5,2014.0,11.0,November,,Low Value,Profitable
5956,CA-2014-155796,2014-11-11,,Second Class,TS-21430,Tom Stivers,Corporate,United States,Reading,Pennsylvania,19601,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",521.96,4,0.5,-250.54,-48.0,2014.0,11.0,November,,Medium Value,Loss
5957,CA-2016-127138,2016-12-03,,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10002756,Office Supplies,Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",676.55,5,0.0,6.77,1.0,2016.0,12.0,December,,Medium Value,Profitable
5958,CA-2016-127138,2016-12-03,,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-AP-10003842,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,154.9,5,0.0,40.27,26.0,2016.0,12.0,December,,Low Value,Profitable
5959,CA-2016-127138,2016-12-03,,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,30.56,4,0.0,14.97,49.0,2016.0,12.0,December,,Low Value,Profitable
5960,CA-2016-127138,2016-12-03,,Second Class,DK-13225,Dean Katz,Corporate,United States,San Francisco,California,94109,West,FUR-CH-10003746,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,770.35,3,0.2,77.04,10.0,2016.0,12.0,December,,Medium Value,Profitable
5961,CA-2017-150602,2017-09-02,,Second Class,ML-17395,Marina Lichtenstein,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",21.12,4,0.0,6.55,31.0,2017.0,9.0,September,,Low Value,Profitable
5962,CA-2014-140732,2014-11-11,,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,575.93,9,0.2,57.59,10.0,2014.0,11.0,November,,Medium Value,Profitable
5963,CA-2014-140732,2014-11-11,,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,OFF-AP-10001626,Office Supplies,Appliances,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",7.78,2,0.0,2.02,26.0,2014.0,11.0,November,,Low Value,Profitable
5964,CA-2014-140732,2014-11-11,,Second Class,MA-17560,Matt Abelman,Home Office,United States,Los Angeles,California,90004,West,OFF-PA-10003625,Office Supplies,Paper,Xerox 1979,123.92,4,0.0,55.76,45.0,2014.0,11.0,November,,Low Value,Profitable
5965,CA-2017-119011,,,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,OFF-SU-10004768,Office Supplies,Supplies,Acme Kleencut Forged Steel Scissors,17.22,3,0.0,5.17,30.0,,,,,Low Value,Profitable
5966,CA-2017-119011,,,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,OFF-ST-10000777,Office Supplies,Storage,"Companion Letter/Legal File, Black",226.56,6,0.0,63.44,28.0,,,,,Low Value,Profitable
5967,CA-2017-119011,,,Standard Class,LR-17035,Lisa Ryan,Corporate,United States,San Francisco,California,94109,West,TEC-PH-10003171,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,0.2,10.79,10.0,,,,,Low Value,Profitable
5968,CA-2016-166912,,,First Class,BE-11335,Bill Eplett,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,81.98,2,0.0,40.17,49.0,,,,,Low Value,Profitable
5969,CA-2014-141726,,,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,104.85,1,0.0,50.33,48.0,,,,,Low Value,Profitable
5970,CA-2014-141726,,,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001982,Office Supplies,Binders,Wilson Jones Custom Binder Spines & Labels,8.7,2,0.2,3.16,36.25,,,,,Low Value,Profitable
5971,CA-2014-141726,,,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,OFF-PA-10002230,Office Supplies,Paper,Xerox 1897,19.92,4,0.0,9.76,49.0,,,,,Low Value,Profitable
5972,CA-2014-141726,,,First Class,CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,FUR-FU-10003577,Furniture,Furnishings,Nu-Dell Leatherette Frames,43.02,3,0.0,15.49,36.0,,,,,Low Value,Profitable
5973,CA-2017-115105,2017-06-02,2017-11-02,Standard Class,BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10024,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",240.78,1,0.2,30.1,12.5,2017.0,6.0,June,153.0,Low Value,Profitable
5974,CA-2015-143980,,,Standard Class,JK-15640,Jim Kriz,Home Office,United States,New York City,New York,10011,East,OFF-AP-10003779,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,414.96,2,0.0,124.49,30.0,,,,,Low Value,Profitable
5975,CA-2016-135636,2016-08-10,,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-ST-10000676,Office Supplies,Storage,Fellowes Econo/Stor Drawers,387.72,5,0.2,-67.85,-17.5,2016.0,8.0,August,,Low Value,Loss
5976,CA-2017-102155,,,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-ST-10001496,Office Supplies,Storage,Standard Rollaway File with Lock,360.38,2,0.0,93.7,26.0,,,,,Low Value,Profitable
5977,CA-2017-102155,,,Standard Class,RR-19525,Rick Reed,Corporate,United States,Overland Park,Kansas,66212,Central,OFF-PA-10003673,Office Supplies,Paper,Strathmore Photo Mount Cards,13.56,2,0.0,6.24,46.0,,,,,Low Value,Profitable
5978,CA-2017-116953,,,First Class,SV-20935,Susan Vittorini,Consumer,United States,Mesa,Arizona,85204,West,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,552.0,10,0.2,34.5,6.25,,,,,Medium Value,Profitable
5979,CA-2014-117765,2014-07-09,,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,429.9,5,0.0,111.77,26.0,2014.0,7.0,July,,Low Value,Profitable
5980,CA-2014-117765,2014-07-09,,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,32.06,2,0.0,15.39,48.0,2014.0,7.0,July,,Low Value,Profitable
5981,CA-2014-117765,2014-07-09,,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10004698,Furniture,Chairs,"Padded Folding Chairs, Black, 4/Carton",161.96,2,0.0,45.35,28.0,2014.0,7.0,July,,Low Value,Profitable
5982,CA-2014-117765,2014-07-09,,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,19.86,2,0.0,5.76,29.0,2014.0,7.0,July,,Low Value,Profitable
5983,CA-2016-114895,,,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,New York City,New York,10035,East,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,12.96,2,0.0,6.35,49.0,,,,,Low Value,Profitable
5984,CA-2017-112984,,,Second Class,EH-14185,Evan Henry,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-PA-10003657,Office Supplies,Paper,Xerox 1927,20.54,6,0.2,6.42,31.25,,,,,Low Value,Profitable
5985,CA-2016-163776,,,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,FUR-FU-10001185,Furniture,Furnishings,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",185.58,6,0.0,76.09,41.0,,,,,Low Value,Profitable
5986,CA-2016-163776,,,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-BI-10003007,Office Supplies,Binders,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",77.56,2,0.0,35.68,46.0,,,,,Low Value,Profitable
5987,CA-2016-163776,,,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92,4,0.0,0.88,1.0,,,,,Low Value,Profitable
5988,CA-2016-163776,,,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-PA-10001033,Office Supplies,Paper,Xerox 1893,245.94,6,0.0,120.51,49.0,,,,,Low Value,Profitable
5989,CA-2016-163776,,,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,8.6,1,0.0,4.04,47.0,,,,,Low Value,Profitable
5990,CA-2016-163776,,,Standard Class,JS-16030,Joy Smith,Consumer,United States,Hattiesburg,Mississippi,39401,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,504.9,5,0.0,126.22,25.0,,,,,Medium Value,Profitable
5991,US-2017-163300,,,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,2357.49,7,0.2,884.06,37.5,,,,,High Value,Profitable
5992,US-2017-163300,,,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,TEC-PH-10001700,Technology,Phones,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,369.54,7,0.2,32.34,8.75,,,,,Low Value,Profitable
5993,US-2017-163300,,,Standard Class,ES-14020,Erica Smith,Consumer,United States,Los Angeles,California,90049,West,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,184.75,3,0.2,-20.78,-11.25,,,,,Low Value,Loss
